src_ip,des_ip,src_port,dest_port,tcp_flag,protocol,tls_version,dns_query_type,http_method,icmp_type_code,as_path,ttl_hop,start_time,end_time,packs_count,bytes_count,label
96.4.31.117,205.151.153.224,38815,1256,SYN,TCP,TLS 1.0,CNAME,HEAD,Destination Unreachable,64066 40842,43,2025-04-26 19:43:59.138810,2025-04-26 20:22:52.138810,416,1246,0
205.216.207.6,24.121.31.190,36516,55241,FIN,ICMP,TLS 1.0,MX,POST,Echo Reply,3474 28212,182,2025-04-26 19:04:46.138810,2025-04-26 19:21:58.154064,559,9712,0
136.198.73.232,31.141.63.176,17571,2921,FIN,TCP,TLS 1.3,A,POST,Destination Unreachable,41850 7948,154,2025-04-26 19:17:28.138810,2025-04-26 19:21:35.154064,939,4100,0
255.73.249.123,20.254.138.55,50889,10839,ACK,ICMP,TLS 1.3,AAAA,POST,Echo Reply,61089 16217,119,2025-04-26 19:11:28.138810,2025-04-26 19:39:02.154064,394,3181,0
234.46.119.34,95.12.61.22,45517,55703,RST,ICMP,TLS 1.2,AAAA,PUT,Echo Request,18660 19996,6,2025-04-26 19:18:50.138810,2025-04-26 19:25:22.154064,566,5764,0
74.195.156.3,183.2.73.254,65352,44622,PSH,ICMP,TLS 1.0,TXT,PUT,Destination Unreachable,64463 8913,155,2025-04-26 19:45:34.138810,2025-04-26 19:47:15.154064,941,2268,0
251.100.186.209,185.244.60.248,38239,3714,FIN,ICMP,TLS 1.1,CNAME,DELETE,Echo Reply,64159 12267,5,2025-04-26 19:37:49.138810,2025-04-26 20:23:54.138810,476,7266,0
255.7.135.214,93.13.39.245,38286,33624,URG,UDP,TLS 1.0,AAAA,POST,Echo Reply,38910 23271,70,2025-04-26 19:52:16.138810,2025-04-26 20:18:20.138810,320,2239,0
26.36.16.225,76.37.137.246,65307,21102,RST,ICMP,TLS 1.2,AAAA,HEAD,Destination Unreachable,59097 20427,221,2025-04-26 18:56:19.138810,2025-04-26 19:11:04.154064,840,8474,0
30.51.8.180,17.189.56.58,43281,13504,FIN,TCP,TLS 1.3,TXT,POST,Echo Request,8170 53639,155,2025-04-26 19:19:59.138810,2025-04-26 19:40:37.138810,3019,5071,1
163.170.93.254,210.74.187.20,32038,3389,SYN,UDP,TLS 1.0,A,DELETE,Destination Unreachable,32094 28875,230,2025-04-26 18:56:38.138810,2025-04-26 19:20:53.138810,231,79279,1
181.4.195.72,139.121.98.106,42625,25142,FIN,TCP,TLS 1.3,TXT,PUT,Echo Reply,3534 15250,246,2025-04-26 19:48:28.138810,2025-04-26 20:39:03.138810,628,296,0
230.148.204.122,175.75.158.62,56418,14073,URG,TCP,TLS 1.0,TXT,GET,Echo Reply,37437 56253,95,2025-04-26 19:21:34.138810,2025-04-26 19:33:49.138810,113,8879,0
84.70.116.241,69.112.167.160,80,54273,RST,TCP,TLS 1.2,MX,HEAD,Echo Reply,60650 44585,164,2025-04-26 19:41:38.138810,2025-04-26 19:42:56.138810,651,4469,1
194.62.164.220,93.101.8.205,48706,15578,ACK,TCP,TLS 1.3,AAAA,GET,Destination Unreachable,17023 28137,138,2025-04-26 19:29:39.138810,2025-04-26 19:31:53.154064,869,4327,0
3.42.177.202,116.39.62.99,19097,26716,FIN,TCP,TLS 1.3,TXT,HEAD,Destination Unreachable,57475 7438,218,2025-04-26 19:40:30.138810,2025-04-26 20:25:46.138810,614,7601,1
78.188.35.192,120.131.86.75,30656,60761,SYN,ICMP,TLS 1.3,A,PUT,Echo Request,32377 40366,19,2025-04-26 19:46:12.138810,2025-04-26 20:39:42.138810,46,2131,0
47.58.8.243,214.173.2.61,80,3389,FIN,ICMP,TLS 1.0,AAAA,POST,Destination Unreachable,63503 19545,117,2025-04-26 19:00:39.138810,2025-04-26 19:51:08.154064,6367,2531,1
34.245.102.183,20.193.153.77,55027,8803,SYN,UDP,TLS 1.0,MX,DELETE,Destination Unreachable,49479 41835,106,2025-04-26 19:01:05.138810,2025-04-26 19:21:25.154064,800,679,0
231.117.141.33,240.247.111.65,39110,21764,RST,UDP,TLS 1.2,A,DELETE,Echo Reply,3698 33894,226,2025-04-26 19:09:47.138810,2025-04-26 19:28:22.154064,134,5644,0
71.222.226.111,89.227.222.162,23136,34304,SYN,ICMP,TLS 1.1,CNAME,HEAD,Echo Request,13444 3201,50,2025-04-26 19:38:21.138810,2025-04-26 20:09:01.138810,857,459,0
125.18.26.75,22.220.90.84,18570,15983,PSH,ICMP,TLS 1.0,CNAME,PUT,Destination Unreachable,4955 41387,242,2025-04-26 19:05:52.138810,2025-04-26 19:48:18.154064,102,4273,0
188.142.18.193,192.155.184.69,46587,34232,ACK,ICMP,TLS 1.2,AAAA,HEAD,Echo Request,17989 3103,46,2025-04-26 19:25:28.138810,2025-04-26 19:36:37.154064,177,647,0
116.62.102.110,255.60.58.128,3389,34497,RST,ICMP,TLS 1.2,TXT,DELETE,Destination Unreachable,18622 39204,12,2025-04-26 19:53:58.138810,2025-04-26 20:04:33.138810,191,96200,1
204.141.27.18,245.160.116.56,15716,51955,URG,ICMP,TLS 1.0,MX,DELETE,Echo Reply,24801 43264,143,2025-04-26 19:07:03.138810,2025-04-26 19:30:55.154064,416,6658,0
217.171.25.8,32.194.222.241,54165,46788,URG,TCP,TLS 1.1,A,DELETE,Echo Request,44817 55163,215,2025-04-26 19:33:55.138810,2025-04-26 19:51:19.154064,99,4172,0
42.212.202.220,10.120.85.212,51064,13,FIN,UDP,TLS 1.3,CNAME,GET,Echo Reply,29126 30850,164,2025-04-26 19:04:04.138810,2025-04-26 19:49:22.154064,574,4728,0
119.141.182.233,142.159.46.155,80,80,SYN,ICMP,TLS 1.0,A,POST,Destination Unreachable,13124 62407,115,2025-04-26 19:30:24.138810,2025-04-26 19:48:37.154064,379,54852,1
93.158.251.175,28.111.7.30,443,443,RST,TCP,TLS 1.1,AAAA,POST,Echo Request,41414 17294,154,2025-04-26 18:56:38.138810,2025-04-26 19:47:06.154064,216,4414,1
126.167.183.221,90.249.144.65,3389,8080,SYN,TCP,TLS 1.3,A,POST,Destination Unreachable,52734 32207,78,2025-04-26 19:44:26.138810,2025-04-26 20:14:34.138810,8242,96788,1
35.230.150.156,36.183.88.81,29402,15881,URG,TCP,TLS 1.3,TXT,DELETE,Echo Request,37394 4109,214,2025-04-26 19:40:04.138810,2025-04-26 19:50:07.138810,685,6628,0
15.33.40.12,20.206.47.139,43549,45774,FIN,UDP,TLS 1.1,MX,DELETE,Echo Request,48350 47274,19,2025-04-26 19:52:49.138810,2025-04-26 19:53:57.138810,309,3950,0
185.83.222.72,236.116.138.84,36429,48110,SYN,UDP,TLS 1.0,CNAME,PUT,Destination Unreachable,30476 58962,179,2025-04-26 19:38:24.138810,2025-04-26 20:11:31.138810,709,3238,0
228.80.22.233,168.7.234.82,52593,47011,SYN,ICMP,TLS 1.0,AAAA,POST,Echo Request,17207 8703,13,2025-04-26 18:56:59.138810,2025-04-26 19:18:24.154064,418,7924,0
111.230.123.218,74.67.174.63,3389,34143,FIN,UDP,TLS 1.0,TXT,GET,Echo Reply,11548 44262,236,2025-04-26 19:52:12.138810,2025-04-26 20:18:37.138810,759,5582,1
89.143.136.47,147.116.79.61,57532,43707,FIN,TCP,TLS 1.0,MX,DELETE,Echo Reply,63594 43828,51,2025-04-26 19:32:56.138810,2025-04-26 20:19:35.138810,7,4474,0
138.194.24.115,102.15.172.180,63731,65220,RST,ICMP,TLS 1.0,MX,DELETE,Destination Unreachable,25468 42472,14,2025-04-26 19:44:12.138810,2025-04-26 20:43:28.138810,750,2059,0
250.242.228.167,176.78.214.238,22672,40383,ACK,UDP,TLS 1.2,TXT,POST,Echo Request,35802 58614,93,2025-04-26 18:59:33.138810,2025-04-26 19:01:56.154064,329,3419,0
207.29.71.32,36.160.190.40,22496,2863,URG,TCP,TLS 1.0,A,POST,Echo Reply,42797 54132,68,2025-04-26 19:14:29.138810,2025-04-26 19:44:41.154064,212,9135,0
36.187.228.44,72.59.252.113,16336,25639,FIN,UDP,TLS 1.0,MX,POST,Echo Reply,55808 55616,162,2025-04-26 19:28:28.138810,2025-04-26 19:50:08.138810,717,1117,0
92.48.155.209,170.153.116.31,53329,7141,FIN,UDP,TLS 1.2,TXT,GET,Destination Unreachable,51128 8407,161,2025-04-26 19:14:56.138810,2025-04-26 19:51:55.138810,776,3045,0
102.137.120.227,95.240.55.63,53406,48765,URG,UDP,TLS 1.0,A,HEAD,Echo Request,30715 58649,182,2025-04-26 19:05:34.138810,2025-04-26 19:50:47.154064,402,954,0
22.77.164.103,196.42.140.47,9219,59587,URG,ICMP,TLS 1.3,TXT,GET,Echo Reply,7192 36438,236,2025-04-26 19:23:48.138810,2025-04-26 19:56:00.138810,975,3015,0
147.35.49.111,39.130.180.187,50219,3513,ACK,TCP,TLS 1.1,CNAME,DELETE,Echo Request,51262 52650,134,2025-04-26 19:20:54.138810,2025-04-26 19:30:01.154064,751,2949,0
90.114.31.78,20.96.213.63,7399,26154,FIN,TCP,TLS 1.3,TXT,DELETE,Echo Reply,21289 36022,198,2025-04-26 19:19:09.138810,2025-04-26 19:27:51.154064,302,3016,0
153.238.161.50,169.229.123.170,63615,60746,URG,UDP,TLS 1.0,MX,PUT,Echo Request,49637 10349,253,2025-04-26 19:30:17.138810,2025-04-26 19:31:19.154064,658,6611,0
237.131.235.134,144.49.122.92,49443,35953,SYN,TCP,TLS 1.2,AAAA,PUT,Echo Request,16802 45970,34,2025-04-26 19:44:45.138810,2025-04-26 20:36:59.138810,574,6199,0
210.13.133.187,79.182.70.169,64600,26144,SYN,TCP,TLS 1.2,TXT,DELETE,Echo Request,56166 56669,1,2025-04-26 19:26:34.138810,2025-04-26 20:17:33.138810,286,6179,0
123.11.25.16,204.247.32.80,55118,8297,URG,UDP,TLS 1.1,MX,GET,Echo Request,47890 42038,204,2025-04-26 18:59:53.138810,2025-04-26 19:14:34.154064,453,7052,0
171.81.194.25,13.169.138.163,11940,19191,RST,ICMP,TLS 1.0,A,POST,Echo Reply,58041 40296,183,2025-04-26 19:10:02.138810,2025-04-26 19:20:35.138810,419,8518,0
101.247.77.35,193.160.242.253,3404,14407,ACK,TCP,TLS 1.1,MX,HEAD,Destination Unreachable,49977 25673,94,2025-04-26 19:24:49.138810,2025-04-26 20:15:45.138810,734,9012,0
118.105.59.165,63.174.114.137,443,62897,PSH,UDP,TLS 1.2,MX,GET,Echo Reply,13377 20341,24,2025-04-26 18:56:13.138810,2025-04-26 19:07:33.154064,566,94459,1
131.162.100.243,7.50.151.3,49424,36046,RST,UDP,TLS 1.1,A,GET,Destination Unreachable,26875 45491,94,2025-04-26 19:02:42.138810,2025-04-26 19:32:42.154064,557,84487,1
251.77.47.148,2.70.1.70,32792,63557,RST,ICMP,TLS 1.0,A,POST,Echo Reply,59255 46415,222,2025-04-26 19:08:46.138810,2025-04-26 19:42:33.154064,313,9001,0
221.251.175.233,194.228.155.106,48910,22,SYN,UDP,TLS 1.2,AAAA,HEAD,Destination Unreachable,202 38082,153,2025-04-26 19:35:51.138810,2025-04-26 20:34:38.138810,2952,7538,1
6.223.244.155,120.173.60.220,33772,26711,RST,UDP,TLS 1.0,CNAME,GET,Destination Unreachable,6937 29152,88,2025-04-26 19:01:41.138810,2025-04-26 20:00:39.138810,741,2951,0
187.215.230.187,21.10.84.152,58544,57926,URG,UDP,TLS 1.0,TXT,GET,Destination Unreachable,9270 25890,142,2025-04-26 19:18:55.138810,2025-04-26 19:51:12.138810,364,4726,0
157.150.171.86,213.92.244.115,29510,55402,RST,ICMP,TLS 1.3,MX,GET,Destination Unreachable,63599 27988,104,2025-04-26 18:55:30.138810,2025-04-26 19:05:11.154064,761,5631,0
229.52.191.215,226.217.44.245,32537,48046,ACK,ICMP,TLS 1.1,TXT,GET,Echo Request,28143 19947,254,2025-04-26 19:41:46.138810,2025-04-26 19:43:13.154064,451,1433,0
22.99.208.66,210.186.243.171,55079,4927,PSH,ICMP,TLS 1.2,TXT,POST,Echo Reply,56329 17906,179,2025-04-26 19:51:59.138810,2025-04-26 19:53:51.154064,471,547,0
202.17.70.178,9.154.106.17,443,3389,ACK,ICMP,TLS 1.3,MX,DELETE,Echo Request,47844 37310,168,2025-04-26 19:31:03.138810,2025-04-26 19:52:19.138810,504,13942,1
22.112.205.233,144.135.201.225,55180,22,SYN,UDP,TLS 1.2,TXT,PUT,Echo Reply,248 24746,176,2025-04-26 19:37:05.138810,2025-04-26 20:26:20.138810,822,2031,1
212.169.207.132,32.217.222.220,6359,61321,SYN,TCP,TLS 1.0,MX,HEAD,Destination Unreachable,9357 54605,155,2025-04-26 19:42:39.138810,2025-04-26 20:08:57.138810,262,2520,0
74.99.127.185,234.184.54.205,36512,864,SYN,TCP,TLS 1.2,AAAA,POST,Destination Unreachable,64488 12140,45,2025-04-26 19:38:07.138810,2025-04-26 19:46:47.154064,578,1556,0
161.43.254.249,212.135.207.97,5350,30714,FIN,UDP,TLS 1.3,TXT,HEAD,Echo Reply,17566 41280,34,2025-04-26 19:51:52.138810,2025-04-26 19:52:42.138810,815,4230,0
50.27.111.80,103.137.91.129,33624,65234,URG,UDP,TLS 1.2,MX,POST,Destination Unreachable,1566 40167,58,2025-04-26 19:03:47.138810,2025-04-26 19:27:52.154064,676,1785,0
233.14.117.53,248.175.195.16,21447,37540,URG,UDP,TLS 1.3,A,POST,Echo Reply,33629 52162,231,2025-04-26 19:46:13.138810,2025-04-26 20:32:07.138810,16,9512,0
171.46.165.245,98.130.38.198,443,3389,RST,ICMP,TLS 1.0,AAAA,PUT,Destination Unreachable,45654 57574,201,2025-04-26 19:09:56.138810,2025-04-26 19:22:55.154064,5154,18012,1
60.55.8.91,59.30.48.52,14264,18823,URG,ICMP,TLS 1.3,A,GET,Echo Request,47209 925,100,2025-04-26 19:28:13.138810,2025-04-26 20:16:54.138810,878,7260,0
56.98.215.29,234.131.4.194,23921,50835,SYN,UDP,TLS 1.0,TXT,DELETE,Echo Request,44314 63011,47,2025-04-26 19:08:19.138810,2025-04-26 19:15:45.154064,403,4304,0
35.63.219.130,169.113.186.65,187,43000,FIN,UDP,TLS 1.1,CNAME,POST,Echo Request,58535 17664,237,2025-04-26 19:08:21.138810,2025-04-26 19:19:52.154064,825,799,0
186.111.139.23,250.240.47.117,2,26183,URG,ICMP,TLS 1.1,TXT,PUT,Destination Unreachable,40954 39151,120,2025-04-26 19:33:11.138810,2025-04-26 19:37:51.154064,55,8222,0
196.14.153.37,142.190.176.83,22,22,URG,TCP,TLS 1.2,MX,PUT,Echo Request,31252 60049,7,2025-04-26 19:13:08.138810,2025-04-26 19:47:53.154064,860,531,1
159.163.184.156,197.215.2.56,22,3389,URG,TCP,TLS 1.0,CNAME,PUT,Destination Unreachable,56635 19902,162,2025-04-26 19:53:16.138810,2025-04-26 20:32:16.138810,289,4726,1
72.101.56.213,21.35.92.255,4560,56595,SYN,UDP,TLS 1.3,CNAME,HEAD,Destination Unreachable,18802 45845,110,2025-04-26 19:30:06.138810,2025-04-26 19:50:03.154064,570,3540,0
38.161.158.134,39.178.192.130,6867,22,FIN,ICMP,TLS 1.3,CNAME,POST,Destination Unreachable,26321 56459,2,2025-04-26 18:59:37.138810,2025-04-26 19:17:11.154064,8138,4226,1
233.84.85.46,141.246.245.157,59988,40018,SYN,ICMP,TLS 1.1,TXT,POST,Echo Reply,22991 53332,92,2025-04-26 19:27:30.138810,2025-04-26 19:42:58.138810,173,2524,0
214.48.170.192,182.210.226.62,21041,47975,SYN,UDP,TLS 1.0,AAAA,GET,Destination Unreachable,22363 20336,36,2025-04-26 19:33:48.138810,2025-04-26 19:49:06.154064,906,9272,0
224.88.124.243,229.228.253.110,39288,27554,RST,ICMP,TLS 1.0,A,POST,Destination Unreachable,26270 23390,218,2025-04-26 19:06:32.138810,2025-04-26 19:47:09.154064,837,6804,0
113.97.170.64,239.42.249.100,3389,11505,ACK,ICMP,TLS 1.2,TXT,PUT,Echo Request,37428 58422,147,2025-04-26 19:27:10.138810,2025-04-26 19:53:44.154064,769,33575,1
255.180.222.50,146.121.134.157,38009,3968,ACK,ICMP,TLS 1.2,AAAA,DELETE,Destination Unreachable,6309 15556,95,2025-04-26 19:18:41.138810,2025-04-26 19:26:51.154064,108,9874,0
217.86.179.81,51.22.40.38,17118,443,FIN,ICMP,TLS 1.1,AAAA,PUT,Echo Reply,43740 61033,179,2025-04-26 19:47:09.138810,2025-04-26 20:01:50.138810,1681,7989,1
58.111.101.6,105.41.73.210,23519,54606,URG,TCP,TLS 1.0,TXT,PUT,Echo Reply,11655 58934,59,2025-04-26 19:26:24.138810,2025-04-26 19:28:26.154064,72,3302,0
244.250.53.9,143.157.86.174,14661,52765,PSH,UDP,TLS 1.3,MX,HEAD,Echo Reply,11911 21220,78,2025-04-26 19:53:35.138810,2025-04-26 20:03:02.138810,452,9491,0
214.134.47.204,149.218.81.249,61378,646,ACK,ICMP,TLS 1.0,CNAME,GET,Echo Request,11255 35282,232,2025-04-26 19:28:24.138810,2025-04-26 20:02:23.138810,257,107,0
61.241.169.120,18.64.25.144,559,8681,ACK,UDP,TLS 1.2,AAAA,HEAD,Echo Reply,48395 28994,31,2025-04-26 19:43:57.138810,2025-04-26 20:42:56.138810,739,9858,0
113.203.171.71,93.239.90.145,21605,28601,URG,TCP,TLS 1.1,TXT,GET,Echo Reply,46526 44530,2,2025-04-26 19:05:38.138810,2025-04-26 19:52:40.138810,3768,3320,1
120.181.15.30,27.205.232.31,11984,60302,PSH,ICMP,TLS 1.0,A,DELETE,Destination Unreachable,64822 45940,78,2025-04-26 19:48:24.138810,2025-04-26 20:14:16.138810,874,4163,0
104.155.201.92,255.30.212.246,30533,47343,ACK,UDP,TLS 1.2,A,POST,Echo Request,9805 63953,108,2025-04-26 19:28:01.138810,2025-04-26 20:00:06.138810,69,9482,0
187.246.154.209,77.250.72.8,35402,51711,URG,UDP,TLS 1.1,CNAME,GET,Echo Request,29496 22718,135,2025-04-26 19:17:34.138810,2025-04-26 19:39:25.154064,582,1755,0
139.203.132.19,165.76.217.139,12913,9748,SYN,ICMP,TLS 1.2,MX,DELETE,Echo Reply,45429 62858,197,2025-04-26 19:07:48.138810,2025-04-26 19:48:02.154064,698,9278,0
46.165.247.89,116.185.202.228,11575,63433,RST,TCP,TLS 1.3,MX,HEAD,Destination Unreachable,17870 33516,248,2025-04-26 18:57:52.138810,2025-04-26 19:26:05.154064,894,9896,0
167.198.170.33,113.30.208.121,57650,41756,PSH,ICMP,TLS 1.0,TXT,PUT,Echo Reply,42468 6770,162,2025-04-26 19:26:02.138810,2025-04-26 20:04:50.138810,874,2970,0
243.203.39.21,81.109.184.95,37974,5905,PSH,ICMP,TLS 1.0,AAAA,DELETE,Echo Reply,60012 35710,213,2025-04-26 19:06:41.138810,2025-04-26 19:10:58.154064,255,6354,0
183.122.214.99,72.6.45.20,18600,7960,URG,ICMP,TLS 1.2,MX,PUT,Destination Unreachable,40977 31334,63,2025-04-26 19:09:04.138810,2025-04-26 19:18:35.154064,501,6605,0
5.223.137.78,163.187.165.113,37666,44719,FIN,ICMP,TLS 1.0,TXT,PUT,Destination Unreachable,63229 53636,192,2025-04-26 19:06:58.138810,2025-04-26 19:36:32.154064,948,4353,0
152.29.170.115,134.100.252.76,57744,18758,FIN,TCP,TLS 1.0,MX,POST,Echo Reply,22350 3305,50,2025-04-26 19:16:46.138810,2025-04-26 19:27:52.138810,257,961,0
185.172.47.40,196.195.229.31,62764,64382,FIN,UDP,TLS 1.0,MX,DELETE,Echo Reply,13366 6142,116,2025-04-26 19:42:40.138810,2025-04-26 20:34:21.138810,171,4895,0
230.244.42.13,252.232.124.164,29321,59251,URG,TCP,TLS 1.3,TXT,POST,Echo Reply,15896 34006,47,2025-04-26 19:29:41.138810,2025-04-26 19:52:36.138810,169,3838,0
166.145.196.154,1.176.140.183,58169,16694,FIN,TCP,TLS 1.2,CNAME,PUT,Echo Request,34265 36058,174,2025-04-26 19:39:20.138810,2025-04-26 20:09:39.138810,552,6914,0
166.130.72.88,212.37.213.199,13507,52239,ACK,ICMP,TLS 1.1,AAAA,DELETE,Echo Reply,40277 57947,248,2025-04-26 19:20:10.138810,2025-04-26 19:48:55.138810,889,650,0
188.148.47.81,2.107.145.238,27701,11497,PSH,UDP,TLS 1.3,MX,PUT,Echo Request,19823 6500,15,2025-04-26 19:20:58.138810,2025-04-26 19:26:31.154064,316,1145,0
201.121.163.68,215.27.18.225,6012,3389,FIN,ICMP,TLS 1.2,AAAA,GET,Echo Request,51587 6561,103,2025-04-26 18:57:21.138810,2025-04-26 19:10:17.154064,581,34920,1
246.255.45.144,246.19.64.4,30449,25786,RST,ICMP,TLS 1.3,CNAME,PUT,Echo Request,46812 44790,46,2025-04-26 19:18:12.138810,2025-04-26 19:25:39.138810,250,9899,0
123.242.255.178,39.56.49.23,44535,9491,RST,TCP,TLS 1.0,A,HEAD,Destination Unreachable,14061 10675,157,2025-04-26 19:04:42.138810,2025-04-26 19:05:39.154064,524,7778,0
249.186.19.98,93.24.230.100,4245,24390,URG,UDP,TLS 1.3,MX,GET,Echo Request,17246 61428,204,2025-04-26 19:09:30.138810,2025-04-26 19:12:54.154064,886,666,0
33.114.83.192,182.10.89.19,40586,25641,ACK,UDP,TLS 1.3,TXT,GET,Echo Request,48616 9415,150,2025-04-26 19:17:53.138810,2025-04-26 19:48:27.138810,164,1322,0
155.113.167.58,15.45.106.147,64708,36965,ACK,TCP,TLS 1.3,CNAME,GET,Destination Unreachable,33310 51697,128,2025-04-26 19:36:50.138810,2025-04-26 19:49:31.138810,290,3616,0
249.218.7.182,32.31.70.144,8633,56151,FIN,UDP,TLS 1.2,AAAA,HEAD,Destination Unreachable,16756 23562,2,2025-04-26 19:21:06.138810,2025-04-26 19:39:11.138810,481,285,0
198.76.104.184,202.25.18.151,35258,38688,SYN,UDP,TLS 1.0,AAAA,GET,Destination Unreachable,42938 29744,139,2025-04-26 19:48:47.138810,2025-04-26 20:42:20.138810,313,3184,0
7.169.171.87,240.24.132.221,3389,80,FIN,UDP,TLS 1.3,MX,DELETE,Destination Unreachable,48011 41949,67,2025-04-26 19:09:45.138810,2025-04-26 19:49:09.154064,1174,370,1
129.55.40.209,183.87.137.167,56873,45830,PSH,UDP,TLS 1.1,MX,DELETE,Destination Unreachable,5064 11620,44,2025-04-26 18:59:21.138810,2025-04-26 19:10:19.154064,967,6024,0
242.72.131.113,20.164.97.139,50616,80,PSH,UDP,TLS 1.0,MX,HEAD,Echo Reply,39895 8559,172,2025-04-26 19:37:06.138810,2025-04-26 19:51:29.154064,813,2221,1
207.76.242.198,3.151.129.189,29532,3389,SYN,TCP,TLS 1.0,MX,HEAD,Echo Reply,16668 13443,21,2025-04-26 19:37:41.138810,2025-04-26 19:53:56.154064,284,84155,1
249.55.57.242,79.159.166.184,20297,37149,FIN,ICMP,TLS 1.1,A,DELETE,Echo Reply,5834 25322,146,2025-04-26 19:25:01.138810,2025-04-26 19:54:31.154064,7147,7008,1
195.199.131.91,210.193.25.94,22,443,URG,TCP,TLS 1.3,A,GET,Destination Unreachable,27232 62143,168,2025-04-26 19:07:04.138810,2025-04-26 19:44:12.154064,9512,3616,1
152.43.204.115,120.246.170.14,63868,60508,FIN,UDP,TLS 1.2,A,DELETE,Destination Unreachable,30589 41046,143,2025-04-26 19:10:18.138810,2025-04-26 19:54:07.154064,480,7417,0
103.62.80.115,68.62.191.80,44940,54460,FIN,ICMP,TLS 1.1,CNAME,GET,Echo Reply,6907 64944,191,2025-04-26 19:22:15.138810,2025-04-26 19:47:37.154064,1249,255,1
154.145.232.46,239.60.115.79,46789,22175,RST,TCP,TLS 1.3,TXT,POST,Echo Request,22888 32211,39,2025-04-26 19:27:19.138810,2025-04-26 19:43:29.154064,160,6999,0
23.4.227.252,245.91.76.222,31648,47859,URG,TCP,TLS 1.2,TXT,DELETE,Destination Unreachable,42646 36934,12,2025-04-26 19:23:50.138810,2025-04-26 19:48:02.154064,440,6034,0
12.88.16.181,37.41.28.199,53112,27872,SYN,TCP,TLS 1.0,CNAME,HEAD,Destination Unreachable,31133 42140,22,2025-04-26 19:08:40.138810,2025-04-26 19:44:16.154064,467,8642,0
94.193.237.99,62.112.52.180,21140,27141,SYN,ICMP,TLS 1.1,CNAME,GET,Echo Reply,45244 4282,94,2025-04-26 19:05:24.138810,2025-04-26 19:14:48.154064,584,2727,0
131.30.74.249,166.55.11.190,20557,40345,RST,ICMP,TLS 1.1,AAAA,POST,Destination Unreachable,63480 46939,81,2025-04-26 18:58:35.138810,2025-04-26 19:05:55.154064,140,449,0
27.149.51.89,51.212.37.171,60579,21371,URG,ICMP,TLS 1.3,A,DELETE,Echo Request,24897 47840,112,2025-04-26 19:20:03.138810,2025-04-26 19:37:54.154064,685,5600,0
91.153.94.144,33.101.247.90,24226,39195,RST,TCP,TLS 1.0,AAAA,HEAD,Echo Request,4321 52341,126,2025-04-26 19:15:04.138810,2025-04-26 19:58:47.138810,439,9065,0
237.94.139.59,197.221.230.107,33374,13259,SYN,TCP,TLS 1.0,TXT,PUT,Echo Request,62017 12673,213,2025-04-26 19:35:31.138810,2025-04-26 19:36:33.154064,73,72164,1
192.73.222.222,137.94.81.232,61803,65034,URG,UDP,TLS 1.2,TXT,GET,Echo Request,12800 46272,171,2025-04-26 19:08:59.138810,2025-04-26 19:18:16.154064,177,7459,0
79.212.243.164,90.130.221.248,59908,21625,RST,ICMP,TLS 1.3,MX,PUT,Destination Unreachable,53019 61369,38,2025-04-26 18:56:36.138810,2025-04-26 19:13:36.154064,436,4906,0
247.130.117.226,209.229.96.162,32979,55294,ACK,ICMP,TLS 1.3,A,POST,Destination Unreachable,40553 50530,151,2025-04-26 19:37:17.138810,2025-04-26 19:53:01.138810,794,6044,0
142.173.15.175,224.76.25.38,43018,32820,ACK,ICMP,TLS 1.0,CNAME,HEAD,Destination Unreachable,21855 51151,203,2025-04-26 19:15:51.138810,2025-04-26 19:18:03.154064,132,6985,0
103.228.131.194,64.116.158.65,35175,2463,FIN,TCP,TLS 1.2,AAAA,HEAD,Echo Request,6346 17170,155,2025-04-26 19:20:41.138810,2025-04-26 19:20:53.138810,288,1032,0
50.80.123.199,156.151.146.201,31315,11136,SYN,TCP,TLS 1.3,A,HEAD,Echo Reply,16248 32776,208,2025-04-26 19:52:22.138810,2025-04-26 19:56:43.138810,588,9859,0
55.147.17.155,136.98.105.82,29385,36229,PSH,ICMP,TLS 1.3,CNAME,HEAD,Echo Reply,29839 58738,63,2025-04-26 19:45:31.138810,2025-04-26 20:42:24.138810,907,5709,0
40.76.44.126,8.107.19.241,118,31982,SYN,ICMP,TLS 1.2,TXT,DELETE,Destination Unreachable,48263 33477,212,2025-04-26 18:55:05.138810,2025-04-26 19:44:34.154064,501,9397,0
1.237.218.26,210.77.142.60,33699,52750,PSH,TCP,TLS 1.1,AAAA,GET,Echo Reply,28586 24764,64,2025-04-26 19:07:41.138810,2025-04-26 19:40:12.154064,749,7313,0
163.7.254.45,245.26.216.126,32108,42157,ACK,UDP,TLS 1.1,A,GET,Echo Reply,36780 44694,79,2025-04-26 19:47:23.138810,2025-04-26 20:05:41.138810,373,5820,0
186.249.122.100,69.48.127.38,23780,23864,SYN,TCP,TLS 1.2,AAAA,PUT,Echo Request,16463 4688,140,2025-04-26 19:53:47.138810,2025-04-26 20:17:31.138810,454,3909,0
161.55.210.140,66.161.133.170,55600,43454,ACK,UDP,TLS 1.2,A,GET,Echo Reply,30839 1123,81,2025-04-26 19:18:41.138810,2025-04-26 19:34:22.138810,945,9672,0
184.2.255.52,163.113.185.47,64638,47410,FIN,TCP,TLS 1.3,AAAA,HEAD,Echo Reply,57007 54273,212,2025-04-26 19:02:59.138810,2025-04-26 19:06:50.154064,899,6361,0
